,index,ISO_language,textfile,Frequency,file,Perimetric_complexity,Compression,ISO_script,LengthScript,Idiosyncratic,Type,Family,Ancestor,Sum_count,Relative_frequency,Sum_prob,Source,Unicode
370,00AA2,guj,ઢ,2555.0,,44.25699016045521,1357,Gujr,48,0,abugida,India,Deva,1861081.0,0.0013728580325090634,,bible.com,00AA2
371,00AA3,guj,ણ,34994.0,,58.5437272961251,1280,Gujr,48,0,abugida,India,Deva,1861081.0,0.018803050485175013,,bible.com,00AA3
372,00AA4,guj,ત,161316.0,,35.3291135584721,1028,Gujr,48,0,abugida,India,Deva,1861081.0,0.08667865611437654,,bible.com,00AA4
373,00AA5,guj,થ,40410.0,,44.992482194992895,1283,Gujr,48,0,abugida,India,Deva,1861081.0,0.021713187120818492,,bible.com,00AA5
374,00AA6,guj,દ,50245.0,,32.1479903581644,1133,Gujr,48,0,abugida,India,Deva,1861081.0,0.02699775023225749,,bible.com,00AA6
375,00AA7,guj,ધ,20368.0,,42.1713921309382,1207,Gujr,48,0,abugida,India,Deva,1861081.0,0.010944177066984188,,bible.com,00AA7
376,00AA8,guj,ન,188948.0,,24.541585533835,919,Gujr,48,0,abugida,India,Deva,1861081.0,0.10152594110627103,,bible.com,00AA8
377,00AAA,guj,પ,85284.0,,33.9802681850861,1114,Gujr,48,0,abugida,India,Deva,1861081.0,0.0458249802131127,,bible.com,00AAA
378,00AAB,guj,ફ,7588.0,,46.638605475292394,1408,Gujr,48,0,abugida,India,Deva,1861081.0,0.004077200293807739,,bible.com,00AAB
379,00AAC,guj,બ,35953.0,,44.5096195962792,1242,Gujr,48,0,abugida,India,Deva,1861081.0,0.01931834240422636,,bible.com,00AAC
380,00AAD,guj,ભ,14462.0,,52.301317901706604,1138,Gujr,48,0,abugida,India,Deva,1861081.0,0.0077707525894896564,,bible.com,00AAD
381,00AAE,guj,મ,124169.0,,34.756772039626696,1018,Gujr,48,0,abugida,India,Deva,1861081.0,0.06671875109143557,,bible.com,00AAE
382,00AAF,guj,ય,88186.0,,38.4430466095837,1182,Gujr,48,0,abugida,India,Deva,1861081.0,0.047384289023422406,,bible.com,00AAF
383,00AB0,guj,ર,176166.0,,29.362347839025997,1132,Gujr,48,0,abugida,India,Deva,1861081.0,0.09465788968884213,,bible.com,00AB0
384,00AB2,guj,લ,48785.0,,43.0277436858751,1183,Gujr,48,0,abugida,India,Deva,1861081.0,0.026213259927966595,,bible.com,00AB2
385,00AB3,guj,ળ,14996.0,,46.6802121097225,1224,Gujr,48,0,abugida,India,Deva,1861081.0,0.008057682604894683,,bible.com,00AB3
386,00AB5,guj,વ,98674.0,,37.2916459133653,1112,Gujr,48,0,abugida,India,Deva,1861081.0,0.0530197234832874,,bible.com,00AB5
387,00AB6,guj,શ,45751.0,,50.072162614384204,1379,Gujr,48,0,abugida,India,Deva,1861081.0,0.024583024596994973,,bible.com,00AB6
388,00AB7,guj,ષ,10050.0,,42.935244395278396,1162,Gujr,48,0,abugida,India,Deva,1861081.0,0.005400087368577724,,bible.com,00AB7
389,00AB8,guj,સ,68654.0,,50.5701280197748,1359,Gujr,48,0,abugida,India,Deva,1861081.0,0.03688931325396369,,bible.com,00AB8
390,00AB9,guj,હ,72097.0,,46.263361092131994,1331,Gujr,48,0,abugida,India,Deva,1861081.0,0.03873931333456201,,bible.com,00AB9
391,00B85,tam,அ,55127.0,,55.551295487484296,1366,Taml,35,0,abugida,India,Gran,2206361.0,0.02498548514952902,,bible.com,00B85
392,00B86,tam,ஆ,11382.0,,74.7810904562258,1610,Taml,35,0,abugida,India,Gran,2206361.0,0.005158720626407012,,bible.com,00B86
393,00B87,tam,இ,22902.0,,91.44564214982451,1748,Taml,35,0,abugida,India,Gran,2206361.0,0.010379987681073044,,bible.com,00B87
394,00B88,tam,ஈ,412.0,,24.7038689620018,909,Taml,35,0,abugida,India,Gran,2206361.0,0.0001867328148022921,,bible.com,00B88
395,00B89,tam,உ,19679.0,,40.4066803811554,1202,Taml,35,0,abugida,India,Gran,2206361.0,0.008919211316733754,,bible.com,00B89
396,00B8A,tam,ஊ,1283.0,,80.30165846293241,1602,Taml,35,0,abugida,India,Gran,2206361.0,0.0005815004888139339,,bible.com,00B8A
397,00B8E,tam,எ,32296.0,,32.343169093150394,1146,Taml,35,0,abugida,India,Gran,2206361.0,0.014637677152560256,,bible.com,00B8E
398,00B8F,tam,ஏ,2901.0,,38.1615891324413,1183,Taml,35,0,abugida,India,Gran,2206361.0,0.0013148346984015761,,bible.com,00B8F
399,00B90,tam,ஐ,736.0,,64.92920778151071,1586,Taml,35,0,abugida,India,Gran,2206361.0,0.00033358095071477425,,bible.com,00B90
400,00B92,tam,ஒ,6691.0,,56.707633065201996,1532,Taml,35,0,abugida,India,Gran,2206361.0,0.00303259530058771,,bible.com,00B92
401,00B93,tam,ஓ,1079.0,,62.289950725796395,1664,Taml,35,0,abugida,India,Gran,2206361.0,0.0004890405513875562,,bible.com,00B93
402,00B94,tam,ஔ,5.0,,100.452919450237,1988,Taml,35,0,abugida,India,Gran,2206361.0,2.2661749369210206e-06,,bible.com,00B94
403,00B95,tam,க,308828.0,,38.0435154871279,1227,Taml,35,0,abugida,India,Gran,2206361.0,0.139971654683889,,bible.com,00B95
404,00B99,tam,ங,27918.0,,40.8352751041976,1087,Taml,35,0,abugida,India,Gran,2206361.0,0.01265341437779221,,bible.com,00B99
405,00B9A,tam,ச,70039.0,,31.7717209924171,1125,Taml,35,0,abugida,India,Gran,2206361.0,0.031744125281402275,,bible.com,00B9A
406,00B9C,tam,ஜ,8427.0,,67.5492969846572,1645,Taml,35,0,abugida,India,Gran,2206361.0,0.003819411238686688,,bible.com,00B9C
407,00B9E,tam,ஞ,2139.0,,66.63607888821291,1450,Taml,35,0,abugida,India,Gran,2206361.0,0.0009694696380148127,,bible.com,00B9E
408,00B9F,tam,ட,116956.0,,15.9344749814042,792,Taml,35,0,abugida,India,Gran,2206361.0,0.05300855118450698,,bible.com,00B9F
409,00BA3,tam,ண,33552.0,,76.76667884280971,1660,Taml,35,0,abugida,India,Gran,2206361.0,0.015206940296714816,,bible.com,00BA3
410,00BA4,tam,த,266581.0,,47.735636087790006,1303,Taml,35,0,abugida,India,Gran,2206361.0,0.12082383617186852,,bible.com,00BA4
411,00BA8,tam,ந,61893.0,,41.2498966569244,1153,Taml,35,0,abugida,India,Gran,2206361.0,0.028052073074170545,,bible.com,00BA8
412,00BA9,tam,ன,161313.0,,54.65525566853889,1413,Taml,35,0,abugida,India,Gran,2206361.0,0.07311269551990812,,bible.com,00BA9
413,00BAA,tam,ப,159441.0,,23.144870938364,840,Taml,35,0,abugida,India,Gran,2206361.0,0.07226423962352489,,bible.com,00BAA
414,00BAE,tam,ம,146566.0,,32.8898356879177,1094,Taml,35,0,abugida,India,Gran,2206361.0,0.06642883916095327,,bible.com,00BAE
415,00BAF,tam,ய,112428.0,,32.5991945674878,968,Taml,35,0,abugida,India,Gran,2206361.0,0.0509563031616313,,bible.com,00BAF
416,00BB0,tam,ர,168038.0,,26.8864343705801,903,Taml,35,0,abugida,India,Gran,2206361.0,0.07616070081006689,,bible.com,00BB0
417,00BB1,tam,ற,64722.0,,42.519410771024496,1200,Taml,35,0,abugida,India,Gran,2206361.0,0.02933427485348046,,bible.com,00BB1
418,00BB2,tam,ல,101861.0,,40.174981102094996,1296,Taml,35,0,abugida,India,Gran,2206361.0,0.04616696904994241,,bible.com,00BB2
419,00BB3,tam,ள,89851.0,,43.934216453711606,1203,Taml,35,0,abugida,India,Gran,2206361.0,0.04072361685145812,,bible.com,00BB3
420,00BB4,tam,ழ,14944.0,,48.0317554907997,1287,Taml,35,0,abugida,India,Gran,2206361.0,0.006773143651469546,,bible.com,00BB4
421,00BB5,tam,வ,124362.0,,41.70019172924479,1239,Taml,35,0,abugida,India,Gran,2206361.0,0.0563652095010744,,bible.com,00BB5
422,00BB7,tam,ஷ,4696.0,,65.3317369255425,1631,Taml,35,0,abugida,India,Gran,2206361.0,0.0021283915007562224,,bible.com,00BB7
423,00BB8,tam,ஸ,7312.0,,51.6056680065648,1417,Taml,35,0,abugida,India,Gran,2206361.0,0.0033140542277533005,,bible.com,00BB8
424,00BB9,tam,ஹ,1.0,,87.10451571593799,1554,Taml,35,0,abugida,India,Gran,2206361.0,4.532349873842041e-07,,bible.com,00BB9
425,00C05,tel,అ,31702.0,,60.116045538147795,1400,Telu,49,0,abugida,India,Brah,1861883.0,0.017026848625826648,,bible.com,00C05
426,00C06,tel,ఆ,16539.0,,59.095886984359105,1575,Telu,49,0,abugida,India,Brah,1861883.0,0.008882942698332816,,bible.com,00C06
427,00C07,tel,ఇ,8146.0,,46.0602184751085,1301,Telu,49,0,abugida,India,Brah,1861883.0,0.004375140650620904,,bible.com,00C07
428,00C08,tel,ఈ,2967.0,,85.6907665609491,1751,Telu,49,0,abugida,India,Brah,1861883.0,0.0015935480371215593,,bible.com,00C08
429,00C09,tel,ఉ,4693.0,,58.1745498895733,1391,Telu,49,0,abugida,India,Brah,1861883.0,0.0025205665447291803,,bible.com,00C09
430,00C0A,tel,ఊ,595.0,,87.78876929934022,1761,Telu,49,0,abugida,India,Brah,1861883.0,0.00031956895250668274,,bible.com,00C0A
431,00C0B,tel,ఋ,20.0,,90.46541815817409,1709,Telu,49,0,abugida,India,Brah,1861883.0,1.0741813529636395e-05,,bible.com,00C0B
432,00C0E,tel,ఎ,5004.0,,41.6295916084726,1267,Telu,49,0,abugida,India,Brah,1861883.0,0.002687601745115026,,bible.com,00C0E
433,00C0F,tel,ఏ,3799.0,,52.204055067560205,1286,Telu,49,0,abugida,India,Brah,1861883.0,0.002040407479954433,,bible.com,00C0F
434,00C10,tel,ఐ,887.0,,56.759644229666904,1476,Telu,49,0,abugida,India,Brah,1861883.0,0.00047639943003937414,,bible.com,00C10
435,00C12,tel,ఒ,3122.0,,38.8960469207953,1225,Telu,49,0,abugida,India,Brah,1861883.0,0.0016767970919762413,,bible.com,00C12
436,00C13,tel,ఓ,503.0,,46.564633892986706,1391,Telu,49,0,abugida,India,Brah,1861883.0,0.0002701566102703553,,bible.com,00C13
437,00C14,tel,ఔ,17.0,,73.280796139647,1607,Telu,49,0,abugida,India,Brah,1861883.0,9.130541500190935e-06,,bible.com,00C14
438,00C15,tel,క,120634.0,,43.761527219522705,1309,Telu,49,0,abugida,India,Brah,1861883.0,0.06479139666670784,,bible.com,00C15
439,00C16,tel,ఖ,1615.0,,63.096669744990606,1504,Telu,49,0,abugida,India,Brah,1861883.0,0.0008674014425181388,,bible.com,00C16
440,00C17,tel,గ,56764.0,,42.294605504692704,1159,Telu,49,0,abugida,India,Brah,1861883.0,0.030487415159814017,,bible.com,00C17
441,00C18,tel,ఘ,956.0,,80.6200607828651,1589,Telu,49,0,abugida,India,Brah,1861883.0,0.0005134586867166197,,bible.com,00C18
442,00C1A,tel,చ,83882.0,,51.9379651304349,1367,Telu,49,0,abugida,India,Brah,1861883.0,0.04505224012464801,,bible.com,00C1A
443,00C1B,tel,ఛ,171.0,,54.9946422691454,1385,Telu,49,0,abugida,India,Brah,1861883.0,9.184250567839118e-05,,bible.com,00C1B
444,00C1C,tel,జ,18510.0,,48.4217131947424,1361,Telu,49,0,abugida,India,Brah,1861883.0,0.009941548421678484,,bible.com,00C1C
445,00C1D,tel,ఝ,2.0,,93.0296701733281,1719,Telu,49,0,abugida,India,Brah,1861883.0,1.0741813529636395e-06,,bible.com,00C1D
446,00C1E,tel,ఞ,2138.0,,55.862758800740394,1463,Telu,49,0,abugida,India,Brah,1861883.0,0.0011482998663181307,,bible.com,00C1E
447,00C1F,tel,ట,52214.0,,52.7518966986339,1441,Telu,49,0,abugida,India,Brah,1861883.0,0.028043652581821735,,bible.com,00C1F
448,00C20,tel,ఠ,1370.0,,49.5452943762229,1262,Telu,49,0,abugida,India,Brah,1861883.0,0.0007358142267800931,,bible.com,00C20
449,00C21,tel,డ,72198.0,,56.218718257457105,1484,Telu,49,0,abugida,India,Brah,1861883.0,0.03877687266063442,,bible.com,00C21
450,00C22,tel,ఢ,237.0,,59.4824430707407,1529,Telu,49,0,abugida,India,Brah,1861883.0,0.00012729049032619128,,bible.com,00C22
451,00C23,tel,ణ,6158.0,,53.024574915833995,1469,Telu,49,0,abugida,India,Brah,1861883.0,0.003307404385775046,,bible.com,00C23
452,00C24,tel,త,90220.0,,57.076615969933606,1498,Telu,49,0,abugida,India,Brah,1861883.0,0.04845632083218978,,bible.com,00C24
453,00C25,tel,థ,4527.0,,59.2315461706538,1393,Telu,49,0,abugida,India,Brah,1861883.0,0.002431409492433198,,bible.com,00C25
454,00C26,tel,ద,92985.0,,55.2146045047091,1348,Telu,49,0,abugida,India,Brah,1861883.0,0.04994137655266201,,bible.com,00C26
455,00C27,tel,ధ,12569.0,,58.3445798293009,1362,Telu,49,0,abugida,India,Brah,1861883.0,0.006750692712699993,,bible.com,00C27
456,00C28,tel,న,306088.0,,48.791544880427,1337,Telu,49,0,abugida,India,Brah,1861883.0,0.16439701098296725,,bible.com,00C28
457,00C2A,tel,ప,95491.0,,55.469547650910904,1420,Telu,49,0,abugida,India,Brah,1861883.0,0.05128732578792545,,bible.com,00C2A
458,00C2B,tel,ఫ,1896.0,,58.7297262214875,1481,Telu,49,0,abugida,India,Brah,1861883.0,0.0010183239226095302,,bible.com,00C2B
459,00C2C,tel,బ,25470.0,,47.432077708718204,1301,Telu,49,0,abugida,India,Brah,1861883.0,0.01367969952999195,,bible.com,00C2C
460,00C2D,tel,భ,7462.0,,63.593586807715,1471,Telu,49,0,abugida,India,Brah,1861883.0,0.004007770627907339,,bible.com,00C2D
461,00C2E,tel,మ,138071.0,,77.76163561470679,1581,Telu,49,0,abugida,India,Brah,1861883.0,0.07415664679252133,,bible.com,00C2E
462,00C2F,tel,య,102142.0,,89.67629014995009,1560,Telu,49,0,abugida,India,Brah,1861883.0,0.054859515877206035,,bible.com,00C2F
463,00C30,tel,ర,142468.0,,48.608092889256,1225,Telu,49,0,abugida,India,Brah,1861883.0,0.0765182344970119,,bible.com,00C30
464,00C31,tel,ఱ,2671.0,,62.9849986969202,1495,Telu,49,0,abugida,India,Brah,1861883.0,0.0014345691968829406,,bible.com,00C31
465,00C32,tel,ల,126239.0,,47.06479490492471,1310,Telu,49,0,abugida,India,Brah,1861883.0,0.06780178990838845,,bible.com,00C32
466,00C33,tel,ళ,4091.0,,59.1910267544208,1555,Telu,49,0,abugida,India,Brah,1861883.0,0.0021972379574871246,,bible.com,00C33
467,00C35,tel,వ,111688.0,,55.7567668847266,1376,Telu,49,0,abugida,India,Brah,1861883.0,0.05998658347490148,,bible.com,00C35
468,00C36,tel,శ,16998.0,,52.2531319760139,1461,Telu,49,0,abugida,India,Brah,1861883.0,0.009129467318837972,,bible.com,00C36
469,00C37,tel,ష,17277.0,,58.846164884344,1473,Telu,49,0,abugida,India,Brah,1861883.0,0.0092793156175764,,bible.com,00C37
470,00C38,tel,స,47999.0,,49.469965734771996,1255,Telu,49,0,abugida,India,Brah,1861883.0,0.025779815380450866,,bible.com,00C38
471,00C39,tel,హ,20688.0,,78.1673635134327,1685,Telu,49,0,abugida,India,Brah,1861883.0,0.011111331915055887,,bible.com,00C39
472,00C85,kan,ಅ,50025.0,,59.5838201169201,1486,Knda,49,0,abugida,India,Brah,2071105.0,0.024153772985918146,,bible.com,00C85
473,00C86,kan,ಆ,25576.0,,58.2063598991527,1537,Knda,49,0,abugida,India,Brah,2071105.0,0.01234896347601884,,bible.com,00C86
474,00C87,kan,ಇ,19010.0,,47.4270747546119,1319,Knda,49,0,abugida,India,Brah,2071105.0,0.009178675151670243,,bible.com,00C87
475,00C88,kan,ಈ,3632.0,,81.0189702726232,1700,Knda,49,0,abugida,India,Brah,2071105.0,0.0017536532430755562,,bible.com,00C88
476,00C89,kan,ಉ,3898.0,,71.16920616335291,1524,Knda,49,0,abugida,India,Brah,2071105.0,0.001882087098432962,,bible.com,00C89
477,00C8A,kan,ಊ,483.0,,92.3561514381279,1749,Knda,49,0,abugida,India,Brah,2071105.0,0.00023320884262265795,,bible.com,00C8A
478,00C8B,kan,ಋ,4.0,,84.5575813989624,1807,Knda,49,0,abugida,India,Brah,2071105.0,1.9313361707880576e-06,,bible.com,00C8B
479,00C8E,kan,ಎ,12002.0,,41.0701118597592,1132,Knda,49,0,abugida,India,Brah,2071105.0,0.005794974180449566,,bible.com,00C8E
480,00C8F,kan,ಏ,2258.0,,50.127579344982394,1305,Knda,49,0,abugida,India,Brah,2071105.0,0.0010902392684098586,,bible.com,00C8F
481,00C90,kan,ಐ,1420.0,,52.4707560667661,1329,Knda,49,0,abugida,India,Brah,2071105.0,0.0006856243406297604,,bible.com,00C90
482,00C92,kan,ಒ,6775.0,,44.34045654369739,1304,Knda,49,0,abugida,India,Brah,2071105.0,0.0032712006392722724,,bible.com,00C92
483,00C93,kan,ಓ,1476.0,,50.436244333736404,1408,Knda,49,0,abugida,India,Brah,2071105.0,0.0007126630470207933,,bible.com,00C93
484,00C94,kan,ಔ,72.0,,83.4011271711344,1700,Knda,49,0,abugida,India,Brah,2071105.0,3.476405107418504e-05,,bible.com,00C94
485,00C95,kan,ಕ,111132.0,,52.136658932873296,1333,Knda,49,0,abugida,India,Brah,2071105.0,0.0536583128330046,,bible.com,00C95
486,00C96,kan,ಖ,1751.0,,63.4076040860965,1450,Knda,49,0,abugida,India,Brah,2071105.0,0.0008454424087624722,,bible.com,00C96
487,00C97,kan,ಗ,123685.0,,42.394796787431005,1193,Knda,49,0,abugida,India,Brah,2071105.0,0.059719328570980224,,bible.com,00C97
488,00C98,kan,ಘ,569.0,,73.0767523389913,1537,Knda,49,0,abugida,India,Brah,2071105.0,0.0002747325702946012,,bible.com,00C98
489,00C9A,kan,ಚ,11027.0,,66.10732902081679,1543,Knda,49,0,abugida,India,Brah,2071105.0,0.0053242109888199775,,bible.com,00C9A
490,00C9B,kan,ಛ,94.0,,70.04199451476751,1595,Knda,49,0,abugida,India,Brah,2071105.0,4.5386400013519354e-05,,bible.com,00C9B
491,00C9C,kan,ಜ,12878.0,,57.8763455301641,1454,Knda,49,0,abugida,India,Brah,2071105.0,0.006217936801852152,,bible.com,00C9C
492,00C9D,kan,ಝ,16.0,,100.530241134986,1845,Knda,49,0,abugida,India,Brah,2071105.0,7.72534468315223e-06,,bible.com,00C9D
493,00C9E,kan,ಞ,2206.0,,63.2559550543553,1552,Knda,49,0,abugida,India,Brah,2071105.0,0.0010651318981896138,,bible.com,00C9E
494,00C9F,kan,ಟ,32752.0,,53.584473235877894,1508,Knda,49,0,abugida,India,Brah,2071105.0,0.015813780566412614,,bible.com,00C9F
495,00CA0,kan,ಠ,980.0,,49.9034979924515,1301,Knda,49,0,abugida,India,Brah,2071105.0,0.0004731773618430741,,bible.com,00CA0
496,00CA1,kan,ಡ,49809.0,,69.0795033486238,1511,Knda,49,0,abugida,India,Brah,2071105.0,0.02404948083269559,,bible.com,00CA1
497,00CA2,kan,ಢ,184.0,,76.9891280031863,1577,Knda,49,0,abugida,India,Brah,2071105.0,8.884146385625065e-05,,bible.com,00CA2
498,00CA3,kan,ಣ,12966.0,,57.728004098893,1461,Knda,49,0,abugida,India,Brah,2071105.0,0.006260426197609489,,bible.com,00CA3
499,00CA4,kan,ತ,113933.0,,60.52971686575211,1408,Knda,49,0,abugida,India,Brah,2071105.0,0.05501073098659894,,bible.com,00CA4
500,00CA5,kan,ಥ,4730.0,,69.7639481702574,1483,Knda,49,0,abugida,India,Brah,2071105.0,0.002283805021956878,,bible.com,00CA5
501,00CA6,kan,ದ,198478.0,,61.185002742114804,1317,Knda,49,0,abugida,India,Brah,2071105.0,0.09583193512641802,,bible.com,00CA6
502,00CA7,kan,ಧ,11234.0,,68.882568442345,1452,Knda,49,0,abugida,India,Brah,2071105.0,0.005424157635658259,,bible.com,00CA7
503,00CA8,kan,ನ,320593.0,,50.1377386926905,1271,Knda,49,0,abugida,India,Brah,2071105.0,0.15479321425036394,,bible.com,00CA8
504,00CAA,kan,ಪ,39439.0,,55.8614149402099,1321,Knda,49,0,abugida,India,Brah,2071105.0,0.01904249180992755,,bible.com,00CAA
505,00CAB,kan,ಫ,2691.0,,63.9559194068839,1453,Knda,49,0,abugida,India,Brah,2071105.0,0.0012993064088976658,,bible.com,00CAB
506,00CAC,kan,ಬ,48414.0,,50.4143448285402,1346,Knda,49,0,abugida,India,Brah,2071105.0,0.023375927343133256,,bible.com,00CAC
507,00CAD,kan,ಭ,6267.0,,67.8535475581015,1559,Knda,49,0,abugida,India,Brah,2071105.0,0.003025920945582189,,bible.com,00CAD
508,00CAE,kan,ಮ,82987.0,,80.3662789185715,1506,Knda,49,0,abugida,India,Brah,2071105.0,0.04006894870129713,,bible.com,00CAE
509,00CAF,kan,ಯ,93033.0,,89.418171162596,1638,Knda,49,0,abugida,India,Brah,2071105.0,0.04491949949423134,,bible.com,00CAF
510,00CB0,kan,ರ,179498.0,,47.925764754754,1294,Knda,49,0,abugida,India,Brah,2071105.0,0.0866677449960287,,bible.com,00CB0
511,00CB2,kan,ಲ,117769.0,,46.3923757854282,1263,Knda,49,0,abugida,India,Brah,2071105.0,0.056862882374384686,,bible.com,00CB2
512,00CB3,kan,ಳ,70408.0,,60.262138364790296,1548,Knda,49,0,abugida,India,Brah,2071105.0,0.03399537927821139,,bible.com,00CB3
513,00CB5,kan,ವ,141600.0,,56.538310683118,1284,Knda,49,0,abugida,India,Brah,2071105.0,0.06836930044589724,,bible.com,00CB5
514,00CB6,kan,ಶ,14005.0,,56.468575317984,1424,Knda,49,0,abugida,India,Brah,2071105.0,0.006762090767971686,,bible.com,00CB6
515,00CB7,kan,ಷ,14248.0,,64.4277606379396,1460,Knda,49,0,abugida,India,Brah,2071105.0,0.006879419440347061,,bible.com,00CB7
516,00CB8,kan,ಸ,74441.0,,44.7081134006275,1202,Knda,49,0,abugida,India,Brah,2071105.0,0.035942648972408446,,bible.com,00CB8
517,00CB9,kan,ಹ,50657.0,,71.58272397558129,1424,Knda,49,0,abugida,India,Brah,2071105.0,0.024458924100902658,,bible.com,00CB9
518,00D05,mal,അ,58866.0,,72.68654456710651,1644,Mlym,52,0,abugida,India,Gran,2031471.0,0.028977031914312338,,bible.com,00D05
519,00D06,mal,ആ,11851.0,,86.3635400614542,1827,Mlym,52,0,abugida,India,Gran,2031471.0,0.005833703754569965,,bible.com,00D06
520,00D07,mal,ഇ,10158.0,,63.9843726462113,1463,Mlym,52,0,abugida,India,Gran,2031471.0,0.005000317503917113,,bible.com,00D07
521,00D08,mal,ഈ,1948.0,,91.8566147256712,1813,Mlym,52,0,abugida,India,Gran,2031471.0,0.0009589110550925905,,bible.com,00D08
522,00D09,mal,ഉ,7350.0,,44.2780211368358,1297,Mlym,52,0,abugida,India,Gran,2031471.0,0.0036180678926748156,,bible.com,00D09
523,00D0A,mal,ഊ,402.0,,72.04351025503409,1640,Mlym,52,0,abugida,India,Gran,2031471.0,0.0001978861622932348,,bible.com,00D0A
524,00D0B,mal,ഋ,14.0,,57.45677500726999,1613,Mlym,52,0,abugida,India,Gran,2031471.0,6.891557890809172e-06,,bible.com,00D0B
525,00D0E,mal,എ,28862.0,,58.602577602317105,1312,Mlym,52,0,abugida,India,Gran,2031471.0,0.014207438846038166,,bible.com,00D0E
526,00D0F,mal,ഏ,2576.0,,62.381292845449295,1433,Mlym,52,0,abugida,India,Gran,2031471.0,0.0012680466519088877,,bible.com,00D0F
527,00D10,mal,ഐ,39.0,,89.33275435899479,1778,Mlym,52,0,abugida,India,Gran,2031471.0,1.9197911267254123e-05,,bible.com,00D10
528,00D12,mal,ഒ,7724.0,,35.5534067005948,1317,Mlym,52,0,abugida,India,Gran,2031471.0,0.003802170939186432,,bible.com,00D12
529,00D13,mal,ഓ,7.0,,51.4097476634157,1499,Mlym,52,0,abugida,India,Gran,2031471.0,3.445778945404586e-06,,bible.com,00D13
530,00D14,mal,ഔ,1679.0,,63.3216273609299,1617,Mlym,52,0,abugida,India,Gran,2031471.0,0.0008264946927620429,,bible.com,00D14
531,00D15,mal,ക,205643.0,,47.774165726489706,1342,Mlym,52,0,abugida,India,Gran,2031471.0,0.10122861709569075,,bible.com,00D15
532,00D16,mal,ഖ,2096.0,,43.7541769883498,1274,Mlym,52,0,abugida,India,Gran,2031471.0,0.0010317646670811446,,bible.com,00D16
533,00D17,mal,ഗ,10469.0,,31.2451487446104,1126,Mlym,52,0,abugida,India,Gran,2031471.0,0.005153408539920088,,bible.com,00D17
534,00D18,mal,ഘ,704.0,,54.1490067853568,1260,Mlym,52,0,abugida,India,Gran,2031471.0,0.0003465469110806898,,bible.com,00D18
535,00D19,mal,ങ,44098.0,,48.4671544986391,1433,Mlym,52,0,abugida,India,Gran,2031471.0,0.021707422847778778,,bible.com,00D19
536,00D1A,mal,ച,60445.0,,29.9636306730642,1011,Mlym,52,0,abugida,India,Gran,2031471.0,0.029754301193568602,,bible.com,00D1A
537,00D1B,mal,ഛ,586.0,,54.440677624549295,1402,Mlym,52,0,abugida,India,Gran,2031471.0,0.00028846092314386966,,bible.com,00D1B
538,00D1C,mal,ജ,11384.0,,57.3066018392931,1534,Mlym,52,0,abugida,India,Gran,2031471.0,0.005603821073497973,,bible.com,00D1C
539,00D1E,mal,ഞ,28062.0,,68.3918582153107,1606,Mlym,52,0,abugida,India,Gran,2031471.0,0.013813635537991928,,bible.com,00D1E
540,00D1F,mal,ട,99962.0,,24.4485385213897,1089,Mlym,52,0,abugida,India,Gran,2031471.0,0.049206707848647606,,bible.com,00D1F
541,00D20,mal,ഠ,1138.0,,25.111303413396897,1026,Mlym,52,0,abugida,India,Gran,2031471.0,0.0005601852056957742,,bible.com,00D20
542,00D21,mal,ഡ,667.0,,44.5563536938437,1256,Mlym,52,0,abugida,India,Gran,2031471.0,0.0003283335080835513,,bible.com,00D21
543,00D22,mal,ഢ,103.0,,55.552199574179404,1435,Mlym,52,0,abugida,India,Gran,2031471.0,5.070217591095319e-05,,bible.com,00D22
544,00D23,mal,ണ,33262.0,,56.3920266528536,1421,Mlym,52,0,abugida,India,Gran,2031471.0,0.01637335704029248,,bible.com,00D23
545,00D24,mal,ത,157412.0,,44.6541292448351,1272,Mlym,52,0,abugida,India,Gran,2031471.0,0.0774867079077181,,bible.com,00D24
546,00D25,mal,ഥ,3601.0,,37.432926930363294,1049,Mlym,52,0,abugida,India,Gran,2031471.0,0.0017726071403431306,,bible.com,00D25
547,00D26,mal,ദ,30015.0,,24.812749488228302,1083,Mlym,52,0,abugida,India,Gran,2031471.0,0.014775007863759808,,bible.com,00D26
548,00D27,mal,ധ,9525.0,,34.441099054876,1097,Mlym,52,0,abugida,India,Gran,2031471.0,0.004688720636425526,,bible.com,00D27
549,00D28,mal,ന,302698.0,,34.3824746958909,1073,Mlym,52,0,abugida,India,Gran,2031471.0,0.14900434217372535,,bible.com,00D28
550,00D2A,mal,പ,95699.0,,26.468650026374398,1019,Mlym,52,0,abugida,India,Gran,2031471.0,0.04710822847089621,,bible.com,00D2A
551,00D2B,mal,ഫ,2466.0,,41.0606843480533,1224,Mlym,52,0,abugida,India,Gran,2031471.0,0.00121389869705253,,bible.com,00D2B
552,00D2C,mal,ബ,10055.0,,56.2791983553466,1362,Mlym,52,0,abugida,India,Gran,2031471.0,0.004949615328006159,,bible.com,00D2C
553,00D2D,mal,ഭ,8480.0,,31.421154578264197,1175,Mlym,52,0,abugida,India,Gran,2031471.0,0.004174315065290127,,bible.com,00D2D
554,00D2E,mal,മ,74103.0,,36.124599410582704,1169,Mlym,52,0,abugida,India,Gran,2031471.0,0.03647750817018801,,bible.com,00D2E
